word,synonym
guide,propagandist
guide,munshi
guide,Adj
scholar,student
scholar,pupil
scholar,apprentice
scholar,prentice
scholar,journeyman
scholar,beginner
scholar,tyro
scholar,amateur
scholar,abecedarian
scholar,alphabetarian
scholar,alumnus
scholar,eleve
recruit,novice
recruit,neophyte
recruit,inceptor
recruit,catechumen
recruit,probationer
recruit,seminarian
recruit,chela
recruit,fellow
recruit,commoner
recruit,debutant
intern,resident
schoolboy,fresh
schoolboy,freshman
schoolboy,frosh
schoolboy,junior
schoolboy,senior
schoolboy,sophister
schoolboy,sophomore
schoolboy,questionist
undergraduate,pre
undergraduate,med
undergraduate,post
undergraduate,post
undergraduate,doc
undergraduate,part
undergraduate,auditor
class,grade
class,seminar
class,form
class,remove
class,follower
class,apostle
class,proselyte
class,fellow
class,student
class,condisciple
academy,university
academy,college
academy,seminary
academy,Lyceum
academy,institute
academy,institution
academy,palaestra
academy,Gymnasium
academy,class
academy,seminar
dame,grant
dame,state
dame,school
dame,kindergarten
dame,nursery
dame,creche
dame,reformatory
pulpit,lectern
pulpit,ambo
pulpit,theater
pulpit,auditorium
pulpit,amphitheater
pulpit,forum
pulpit,state
pulpit,rostrum
pulpit,platform
pulpit,hustings
pulpit,tribune
grammar,primer
grammar,abecedary
grammar,rudiments
grammar,manual
grammar,encyclopedia
grammar,cyclopedia
grammar,Cocker
grammar,dictionary
grammar,lexicon
professorship,lectureship
professorship,readership
professorship,fellowship
professorship,tutorship
professorship,chair
scholastic,academic
scholastic,collegiate
scholastic,educational
truthfulness,frankness
truthfulness,truth
truthfulness,sincerity
truthfulness,candor
truthfulness,unreserve
truthfulness,honesty
truthfulness,fidelity
truthfulness,truth
true,veracious
true,veridical
true,candid
true,frank
true,open
true,straightforward
true,unreserved
true,simple
true,hearted
true,honest
true,trustworthy
true,uncontrived
troth,unfeignedly
troth,Phr
falsehood,falseness
falsehood,falsity
falsehood,falsification
mendacity,perjury
mendacity,forgery
mendacity,invention
mendacity,fabrication
mendacity,subreption
mendacity,covin
perversion,distortion
perversion,equivocation
perversion,shuffling
perversion,fencing
perversion,evasion
perversion,fraud
perversion,dissembling
perversion,deceit
perversion,blague
sham,pretense
sham,pretending
sham,malingering
hollowness,duplicity
hollowness,insincerity
hollowness,hypocrisy
hollowness,cant
hollowness,humbug
hollowness,jesuitism
hollowness,jesuitry
hollowness,pharisaism
hollowness,Machiavelism
hollowness,mealy
hollowness,mouthedness
hollowness,quackery
hollowness,charlatanism
hollowness,charlatanry
hollowness,gammon
hollowness,bun
hollowness,kum
hollowness,bumcombe
hollowness,flam
hollowness,bam
hollowness,flimflam
hollowness,cajolery
hollowness,flattery
hollowness,stretti
fib,forswear
fib,witness
misquote,miscite
misquote,misreport
misquote,misrepresent
misquote,belie
misquote,falsify
misquote,pervert
misquote,distort
misquote,equivocate
misquote,quibble
misquote,palter
misquote,trim
misquote,shuffle
misquote,fence
misquote,loose
disguise,color
disguise,varnish
disguise,cook
disguise,embroider
disguise,blague
fabricate,force
fabricate,fake
fabricate,hatch
fabricate,concoct
fabricate,wolf
fabricate,dissemble
fabricate,dissimulate
fabricate,feign
fabricate,assume
fabricate,pretend
fabricate,coquet
fabricate,counterfeit
fabricate,sham
fabricate,malinger
fabricate,sour
falsely,Phr
straw,bail
straw,fake
straw,hoax
straw,brace
straw,game
straw,drop
straw,game
straw,gum
straw,game
straw,thimblerig
straw,skin
straw,disguisement
straw,masquerade
straw,mummery
straw,velours
sham,make
believe,forgery
believe,fraud
believe,lie
defraud,cheat
defraud,jockey
defraud,cozen
defraud,diddle
defraud,nab
defraud,chouse
defraud,bilk
defraud,cully
defraud,jilt
defraud,bite
defraud,pluck
defraud,swindle
defraud,victimize
defraud,abuse
defraud,mystify
defraud,blindfold
defraud,hoodwink
defraud,dupe
defraud,gull
defraud,hoax
defraud,fool
defraud,befool
defraud,bamboozle
defraud,flimflam
defraud,hornswoggle
defraud,trick
bluff,bunko
bluff,gum
bluff,divert
bluff,juggle
bluff,Adj
prestigiatory,deceptive
prestigiatory,deceptious
prestigiatory,deceitful
prestigiatory,covinous
prestigiatory,delusive
prestigiatory,delusory
prestigiatory,illusive
prestigiatory,illusory
prestigiatory,elusive
prestigiatory,insidious
prestigiatory,vulgus
sham,make
sham,believe
sham,counterfeit
sham,snide
sham,pseudo
sham,spurious
sham,supposititious
sham,called
sham,pretended
sham,feigned
sham,bogus
sham,scamped
sham,fraudulent
sham,tricky
sham,factitious
sham,bastard
sham,surreptitious
sham,illegitimate
sham,contraband
sham,adulterated
sham,sophisticated
sham,unsound
sham,colorable
sham,disguised
sham,meretricious
sham,tinsel
sham,pinchbeck
sham,plated
sham,catchpenny
sham,Brummagem
artificial,synthetic
artificial,ersatz
artificial,Adv
canard,shave
canard,sell
canard,hum
canard,traveler
canard,fake
canard,claptrap
puff,moonshine
puff,bosh
puff,mare
puff,farce
irony,pretext
irony,evasion
irony,shift
irony,shuffle
irony,make
irony,believe
false,phony
false,without
foundation,fictive
foundation,unfounded
foundation,invented
foundation,fabulous
foundation,fabricated
foundation,forged
foundation,fictitious
foundation,factitious
foundation,supposititious
foundation,surreptitious
foundation,elusory
foundation,illusory
foundation,ironical
soi,ear
gull,gudgeon
gull,gobemouche
gull,cull
gull,cully
gull,victim
gull,pigeon
gull,jay
gull,sucker
gull,flat
gull,greenhorn
gull,paw
cat,bite
cat,Tartar
charlatan,mountebank
charlatan,saltimbanco
charlatan,saltimbanque
charlatan,empiric
charlatan,quacksalver
charlatan,medicaster
charlatan,Rosicrucian
charlatan,gypsy
charlatan,straw
juggler,trickster
juggler,prestidigitator
juggler,jockey
juggler,crimp
juggler,decoy
juggler,rogue
juggler,knave
juggler,cheat
juggler,jobber
swindler,yarn
swindler,fringe
swindler,embroidery
swindler,traveler
swindler,gooseberry
magnify,aggravate
magnify,overcharge
magnify,overstate
magnify,overdraw
magnify,overlay
magnify,overpraise
magnify,strain
magnify,stretch
magnify,marvelous
overcolor,broder
overcolor,flourish
overcolor,Adj
overwrought,fabulous
overwrought,extravagant
overwrought,preposterous
overwrought,egregious
overwrought,outre
overwrought,highflying
symbolism,symbolization
symbolism,semiology
symbolism,semiotics
symbolism,semeiology
symbolism,semeiotics
symbolism,Zeitgeist
characteristic,diagnostic
characteristic,lineament
characteristic,feature
characteristic,trait
characteristic,fingerprint
characteristic,voiceprint
characteristic,footprint
characteristic,detector
sign,symbol
sign,index
sign,indice
sign,indicator
sign,point
sign,pointer
sign,exponent
sign,note
sign,token
sign,symptom
sign,mark
figure,emblem
figure,cipher
figure,device
figure,motto
figure,posy
gesture,gesticulation
gesture,pantomime
gesture,wink
gesture,glance
gesture,leer
gesture,nod
gesture,shrug
gesture,beck
gesture,touch
gesture,nudge
gesture,dactylology
gesture,dactylonomy
gesture,freemasonry
gesture,telegraphy
gesture,chirology
gesture,byplay
gesture,cue
gesture,clew
gesture,key
gesture,scent
signal,rocket
signal,telegraph
signal,semaphore
signal,flagstaff
signal,cresset
signal,calumet
signal,heliograph
signal,guidon
signal,headlight
mark,scratch
mark,line
mark,stroke
mark,dash
mark,score
mark,stripe
mark,streak
mark,tick
mark,dot
mark,point
mark,notch
mark,nick
print,imprint
print,impress
print,impression
mark,autograph
mark,autography
mark,attestation
mark,hand
mark,cipher
mark,seal
mark,sigil
mark,signet
mark,watchword
mark,catchword
mark,pass
mark,passkey
mark,timbrology
mark,pass
mark,parole
mark,shibboleth
title,heading
title,docket
banner,banneret
banner,bannerol
banner,bandrol
banner,flag
banner,colors
banner,streamer
banner,standard
banner,eagle
banner,labarum
banner,oriflamb
banner,oriflamme
banner,figurehead
banner,ensign
banner,pennon
banner,pennant
banner,pendant
banner,burgee
banner,jack
banner,ancient
banner,gonfalon
banner,banderole
banner,beacon
banner,cairn
banner,post
banner,staff
banner,flagstaff
banner,hand
banner,pointer
banner,vane
banner,cock
banner,weathercock
banner,guidepost
banner,handpost
banner,fingerpost
banner,signpost
banner,pharos
banner,bale
banner,fire
banner,beacon
fire,landmark
fire,seamark
fire,lighthouse
fire,balize
fire,polestar
fire,loadstar
fire,lodestar
fire,cynosure
fire,guide
fire,address
fire,direction
fire,name
fire,sign
fire,signboard
fool,telltale
fool,milliary
call,bell
call,alarum
call,cry
call,angelus
call,reveille
call,bell
denote,betoken
denote,argue
connote,connotate
represent,symbolize
note,mark
note,stamp
note,earmark
note,blaze
note,label
note,ticket
note,docket
note,dot
note,spot
note,score
note,dash
note,trace
note,chalk
note,print
note,imprint
note,impress
note,engrave
note,stereotype
underscore,beckon
underscore,nod
underscore,wink
underscore,glance
underscore,leer
underscore,nudge
underscore,shrug
underscore,gesticulate
underscore,cry
seal,Adj
indicative,indicatory
indicative,denotative
indicative,connotative
indicative,diacritical
indicative,representative
indicative,typical
indicative,symbolic
indicative,pantomimic
indicative,pathognomonic
indicative,symptomatic
indicative,characteristic
indicative,demonstrative
indicative,diagnostic
indicative,exponential
indicative,emblematic
indicative,armorial
indicative,indicated
indicative,pointed
indicative,marked
denotable,indelible
symbolically,show
fortior,obs
vestige,relic
vestige,remains
vestige,scar
vestige,cicatrix
vestige,footstep
vestige,footmark
vestige,footprint
vestige,pug
vestige,wake
vestige,trail
vestige,scent
vestige,piste
monument,hatchment
monument,slab
monument,tablet
monument,trophy
monument,achievement
monument,obelisk
monument,pillar
monument,column
monument,monolith
monument,memorial
monument,medal
monument,note
monument,minute
monument,register
monument,registry
monument,diptych
monument,entry
monument,memorandum
monument,indorsement
monument,inscription
monument,copy
monument,duplicate
monument,docket
monument,deposition
monument,affidavit
monument,pocketbook
monument,portfolio
monument,pigeonholes
monument,excerpta
monument,adversaria
monument,jottings
monument,dottings
gazette,gazetteer
gazette,newspaper
gazette,daily
gazette,magazine
gazette,almanac
gazette,almanack
gazette,calendar
gazette,ephemeris
gazette,diary
gazette,log
gazette,journal
gazette,daybook
gazette,ledger
gazette,cashbook
gazette,article
gazette,article
scroll,return
scroll,Hansard
scroll,chronicle
scroll,annals
scroll,legend
scroll,history
scroll,Records
registry,enrollment
registry,inrollment
registry,tabulation
registry,entry
registry,booking
registry,journalism
diskette,read
diskette,ROM
diskette,WORM
record,chronicle
record,calendar
record,note
record,minute
record,return
book,post
book,insert
book,register
book,enroll
book,inscroll
book,stone
erasure,rasure
erasure,cancel
erasure,cancellation
erasure,circumduction
erasure,deletion
erasure,blot
erasure,effacement
erasure,extinction
efface,obliterate
efface,erase
efface,raze
efface,rase
efface,expunge
efface,cancel
efface,deface
efface,sponge
obliterated,printless
obliterated,intestate
obliterated,unrecorded
obliterated,unregistered
obliterated,unwritten
dele,Phr
representation,representment
representation,delineation
representation,depictment
representation,imagery
representation,portraiture
representation,iconography
representation,design
representation,designing
representation,art
representation,cinematography
representation,radiography
representation,autoradiography
representation,fluorography
representation,sciagraphy
personation,personification
personation,impersonation
personation,photo
personation,photograph
personation,daguerreotype
personation,snapshot
personation,movie
personation,tracing
personation,scan
personation,graphics
personation,televideo
closed,sketch
closed,drought
closed,draft
closed,plot
closed,chart
closed,figure
closed,scheme
image,likeness
image,icon
image,portrait
image,effigy
image,facsimile
figure,puppet
figure,doll
figure,figurine
figure,aglet
figure,manikin
figure,lay
figure,figure
figure,model
figure,mammet
figure,marionette
figure,fantoccini
figure,waxwork
figure,bust
figure,statue
figure,statuette
ideograph,hieroglyphic
ideograph,cartography
ideograph,atlas
ideograph,outline
ideograph,scheme
ideograph,scotograph
ideograph,sciagraph
ideograph,spectrogram
ideograph,heliogram
represent,delineate
represent,depict
represent,depicture
represent,portray
represent,photograph
represent,daguerreotype
represent,snapshot
represent,figure
represent,adumbrate
represent,copy
represent,mold
illustrate,symbolize
personify,impersonate
personify,act
personify,nature
representing,representative
representing,illustrative
representing,represented
representing,imitative
representing,figurative
representing,iconic
obs,trecento
misrepresentation,distortion
misrepresentation,caricatura
misrepresentation,exaggeration
misrepresentation,daubing
misrepresentation,daub
misrepresentation,scratch
misrepresentation,caricature
misrepresentation,anamorphosis
misrepresentation,burlesque
misrepresentation,falsification
misrepresentation,misstatement
misrepresentation,parody
misrepresentation,lampoon
misrepresentation,take
misrepresentation,off
misrepresentation,travesty
misrepresent,distort
misrepresent,overdraw
misrepresent,exaggerate
misrepresent,caricature
misrepresent,daub
misrepresent,burlesque
misrepresent,parody
misrepresent,travesty
depicting,drawing
depicting,design
depicting,perspective
depicting,sciagraphy
depicting,skiagraphy
depicting,treatment
school,style
school,genre
school,portraiture
school,polychrome
school,grisaille
pallet,palette
pallet,easel
pallet,brush
pallet,pencil
pallet,stump
pallet,charcoal
pallet,crayons
pallet,chalk
pallet,pastel
pallet,oils
pallet,priming
pallet,gouache
pallet,tempera
pallet,distemper
pallet,fresco
pallet,enamel
pallet,mosaic
pallet,tapestry
photography,heliography
photography,graphics
photography,graphics
painting,piece
painting,tableau
painting,canvas
painting,cartoon
painting,draught
painting,draft
painting,etching
painting,charcoal
painting,pen
painting,and
painting,ink
painting,sketch
painting,outline
painting,study
photograph,black
photograph,and
photograph,holograph
photograph,heliograph
photograph,daguerreotype
photograph,talbotype
photograph,calotype
photograph,heliotype
photograph,negative
photograph,positive
photograph,print
photograph,enlargement
photograph,reduction
photograph,life
photograph,photo
Kodachrome,Ektachrome
Kodachrome,Polaroid
kitcat,head
kitcat,miniature
kitcat,shade
kitcat,silhouette
kitcat,profile
landscape,seapiece
landscape,view
landscape,scene
landscape,prospect
landscape,panorama
landscape,diorama
landscape,life
exhibit,studio
exhibit,atelier
exhibit,pinacotheca
paint,design
paint,sketch
paint,pencil
paint,scratch
paint,shade
paint,stipple
paint,hatch
paint,color
paint,wash
paint,varnish
paint,stencil
paint,Adj
pictorial,graphic
pictorial,picturesque
delineavit,poema
insculpture,carve
insculpture,cut
insculpture,chisel
insculpture,model
insculpture,mold
insculpture,cast
anaglyptic,ceroplastic
anaglyptic,ceramic
anaglyptic,parian
anaglyptic,marble
anaglyptic,xanthian
engraving,chalcography
engraving,bur
engraving,etching
engraving,aquatinta
engraving,chiseling
engraving,xylography
engraving,lignography
engraving,glyptography
engraving,cerography
engraving,lithography
engraving,chromolithography
engraving,photolithography
engraving,zincography
engraving,glyphography
engraving,xylograph
engraving,lignograph
engraving,glyptograph
engraving,cerograph
engraving,lithograph
engraving,chromolithograph
engraving,photolithograph
engraving,zincograph
engraving,glyphograph
engraving,holograph
impression,print
impression,engraving
impression,plate
impression,steelplate
impression,copperplate
impression,etching
impression,mezzotint
impression,aquatint
impression,lithotint
impression,cut
impression,woodcut
impression,stereotype
impression,graphotype
impression,autotype
impression,heliotype
graver,burin
graver,style
graver,plate
graver,stone
graver,negative
graver,die
graver,punch
graver,stamp
printing,process
illumination,photogravure
illumination,vignette
illumination,tailpiece
lapidary,lapidarian
engrave,grave
engrave,stipple
engrave,scrape
engrave,etch
engrave,bite
engrave,lithograph
engrave,print
artist,painter
artist,limner
artist,drawer
artist,sketcher
artist,designer
artist,engraver
artist,master
artist,draftsman
artist,draughtsman
artist,copyist
artist,dauber
artist,hack
artist,enamel
artist,enameler
artist,enamelist
artist,caricaturist
miniaturist,engraver
miniaturist,Apelles
miniaturist,sculptor
miniaturist,carver
miniaturist,chaser
miniaturist,modeler
miniaturist,figuriste
miniaturist,statuary
miniaturist,Phidias
miniaturist,Praxiteles
miniaturist,Academician
cinematographer,lensman
cinematographer,cameraman
cinematographer,photographer
lingo,vernacular
lingo,King
lingo,Queen
lingo,Babel
lingo,pasigraphie
lingo,betacism
lingo,mimmation
lingo,myatism
lingo,nunnation
lingo,pasigraphy
lexicology,philology
lexicology,glossology
lexicology,glottology
lexicology,linguistics
lexicology,chrestomathy
lexicology,paleology
lexicology,paleography
lexicology,grammar
letters,muses
letters,humanities
letters,classics
linguistic,dialectic
linguistic,vernacular
linguistic,current
linguistic,bilingual
linguistic,diglot
linguistic,hexaglot
linguistic,polyglot
linguistic,literary
digraph,trigraph
digraph,ideogram
digraph,ideograph
digraph,majuscule
digraph,minuscule
digraph,majuscule
digraph,minuscule
digraph,alphabet
digraph,ABC
digraph,abecedary
digraph,christcross
digraph,row
consonant,vowel
consonant,diphthong
consonant,triphthong
consonant,mute
consonant,liquid
consonant,labial
consonant,dental
consonant,guttural
syllable,monosyllable
syllable,dissyllable
syllable,polysyllable
syllable,affix
syllable,suffix
spelling,orthograph
spelling,phonography
spelling,anagrammatism
spelling,metagrammatism
cipher,monogram
cipher,anagram
cipher,doubleacrostic
term,vocable
term,etymon
term,derivative
term,ideophone
vocabulary,lexicon
vocabulary,glossary
vocabulary,index
vocabulary,concordance
vocabulary,thesaurus
vocabulary,gradus
vocabulary,delectus
etymology,derivation
etymology,glossology
verbal,literal
verbal,titular
verbal,nominal
paronymous,derivative
verbally,Phr
verbatim,double
verbatim,entendre
verbatim,palindrome
verbatim,paragram
verbatim,anagram
verbatim,clinch
verbatim,terms
brogue,idiom
brogue,accent
brogue,patois
brogue,provincialism
brogue,regionalism
brogue,localism
brogue,Anglicism
brogue,Briticism
brogue,Gallicism
brogue,Scotticism
brogue,Hibernicism
brogue,Americanism
brogue,Romany
brogue,pidgin
brogue,Volapuk
brogue,Chinook
brogue,Esperanto
brogue,Hindustani
brogue,Kaffir
macaronics,gibberish
macaronics,Babel
macaronics,chi
macaronics,chi
obscenity,vulgarity
jargon,technicality
jargon,lingo
jargon,slang
jargon,cant
jargon,argot
Gile,thieves
Gile,Latin
Gile,peddler
Gile,Billingsgate
Gile,slang
and,whatchacallim
and,what
and,thingummy
and,thingumbob
and,quoi
backform,Americanize
backform,Anglicize
neologic,neological
neologic,archaic
neologic,Anglice
nomenclature,naming
nomenclature,nuncupation
nomenclature,nomination
nomenclature,baptism
nomenclature,orismology
nomenclature,onomatopoeia
nomenclature,antonomasia
name,appelation
name,appelative
name,designation
name,title
name,heading
name,rubric
name,caption
name,denomination
name,name
name,epithet
style,praenomen
style,agnomen
style,cognomen
style,patronymic
style,surname
style,cognomination
style,eponym
style,compellation
style,description
style,antonym
style,namesake
term,expression
term,noun
term,byword
call,term
call,style
call,entitle
call,clepe
call,dub
call,christen
call,baptize
call,characterize
call,specify
call,define
call,called
hight,ycleped
hight,fitly
nuncupative,cognominal
nuncupative,titular
nuncupative,nominal
nuncupative,orismological
beggar,Hoosier
nickname,sobriquet
nickname,name
nickname,alias
nickname,pseudonym
nickname,pseudonymy
misname,miscall
misname,misterm
misname,nickname
misname,name
pseudonymous,soi
pseudonymous,disant
pseudonymous,called
nameless,anonymous
nameless,innominate
nameless,unnamed
nameless,unacknowledged
expression,sentence
expression,paragraph
expression,idiotism
expression,style
phrase,word
phrase,voice
phrase,call
phrase,denominate
phrase,designate
phrase,dub
expressed,idiomatic
accidence,syntax
accidence,praxis
accidence,punctuation
accidence,jussive
accidence,syllabication
accidence,inflection
accidence,case
accidence,declension
accidence,conjugation
punctuate,syllabicate
solecism,slipslop
solecism,bull
solecism,barbarism
solecism,impropriety
solecize,head
incorrect,inaccurate
incorrect,faulty
incorrect,improper
incorrect,incongruous
incorrect,solecistic
incorrect,solecistical
style,diction
style,phraseology
style,wording
style,manner
style,strain
style,composition
style,litteraire
definition,lucidness
crabbed,involved
crabbed,confused
conciseness,brevity
conciseness,laconism
conciseness,Tacitus
conciseness,ellipsis
conciseness,syncope
conciseness,word
brief,short
brief,terse
brief,close
brief,exact
brief,neat
brief,compact
brief,compressed
brief,condensed
brief,pointed
brief,laconic
brief,curt
brief,pithy
brief,trenchant
brief,summary
brief,pregnant
brief,elliptical
brief,epigrammatic
brief,quaint
brief,crisp
brief,sententious
concisely,briefly
concisely,summarily
tautology,battology
tautology,perissology
tautology,pleonasm
tautology,exuberance
tautology,redundancy
tautology,thrice
tautology,prolixity
tautology,circumlocution
tautology,upon
ramble,obs
ramble,perorate
ramble,protract
ramble,battologize
diffuse,profuse
diffuse,wordy
diffuse,verbose
diffuse,largiloquent
diffuse,copious
diffuse,exuberant
diffuse,pleonastic
diffuse,lengthy
diffuse,longsome
diffuse,long
diffuse,winded
diffuse,longspun
diffuse,protracted
diffuse,prolix
diffuse,prosing
diffuse,maundering
diffuse,circumlocutory
diffuse,periphrastic
diffuse,ambagious
diffuse,roundabout
diffuse,digressive
diffuse,discursive
diffuse,excursive
diffuse,loose
diffuse,flatulent
diffuse,frothy
power,force
power,boldness
power,raciness
power,intellectual
power,force
power,spirit
power,point
power,antithesis
power,piquance
power,piquancy
power,verve
power,glow
power,fire
power,warmth
power,gravity
power,sententiousness
power,elevation
power,loftiness
power,sublimity
eloquence,language
nervous,powerful
nervous,forcible
nervous,trenchant
nervous,incisive
nervous,impressive
nervous,sensational
spirited,lively
spirited,glowing
spirited,sparkling
spirited,racy
spirited,bold
spirited,slashing
spirited,pungent
spirited,piquant
spirited,pointed
spirited,pithy
spirited,antithetical
spirited,sententious
lofty,elevated
lofty,sublime
lofty,eloquent
lofty,vehement
lofty,petulant
lofty,impassioned
lofty,poetic
simplicity,severity
simple,unornamented
simple,unadorned
simple,unvarnished
simple,homely
simple,homespun
simple,neat
simple,severe
simple,chaste
simple,pure
simple,Saxon
simple,commonplace
simple,matter
simple,fact
simple,natural
simple,prosaic
dry,Adv
unvaried,point
unvaried,blank
turgescence,altiloquence
turgescence,declamation
turgescence,teratology
turgescence,well
turgescence,orotundity
antithesis,alliteration
antithesis,paronomasia
antithesis,euphuism
antithesis,euphemism
big,high
big,macrology
big,Alexandrine
big,inflation
big,pretension
big,rant
big,bombast
big,fustian
big,sesquipedality
big,press
euphuist,euphemist
ornament,overcharge
ornament,lamp
florid,rich
florid,flowery
florid,euphuistic
florid,euphemistic
florid,sonorous
florid,high
florid,sounding
florid,big
sounding,inflated
sounding,swelling
sounding,tumid
sounding,turgid
sounding,turgescent
sounding,pedantic
sounding,pompous
sounding,stilted
sounding,orotund
sounding,sententious
sounding,rhetorical
sounding,declamatory
sounding,grandiose
sounding,grandiloquent
sounding,magniloquent
sounding,altiloquent
sounding,sesquipedal
sounding,sesquipedalian
sounding,Johnsonian
sounding,mouthy
sounding,bombastic
sounding,fustian
sounding,frothy
sounding,flashy
sounding,flaming
antithetical,alliterative
antithetical,Adv
purity,grace
purity,ease
purity,gracefulness
purity,readiness
purity,concinnity
purity,euphony
purity,numerosity
purity,Atticism
purity,classicalism
purity,classicism
polished,classical
polished,Attic
polished,correct
polished,Ciceronian
polished,artistic
polished,chaste
polished,pure
polished,Saxon
polished,academical
graceful,easy
graceful,readable
graceful,fluent
graceful,flowing
graceful,tripping
graceful,unaffected
graceful,natural
graceful,unlabored
graceful,mellifluous
graceful,euphonious
graceful,euphemism
graceful,euphemistic
graceful,numerose
graceful,rhythmical
stiffness,euphuism
stiffness,marinism
graceless,ungraceful
graceless,harsh
graceless,abrupt
graceless,dry
graceless,stiff
graceless,cramped
graceless,formal
graceless,guinde
graceless,forced
graceless,labored
graceless,artificial
graceless,mannered
graceless,ponderous
graceless,awkward
graceless,uncourtly
graceless,unpolished
graceless,euphuistic
graceless,barbarous
graceless,uncouth
graceless,grotesque
graceless,rude
graceless,crude
graceless,halting
graceless,polite
vocality,organ
vocality,lungs
vocality,bellows
vocality,utterance
vocality,prolation
vocality,exclamation
vocality,ejaculation
vocality,vociferation
vocality,ecphonesis
vocality,enunciation
vocality,articulation
vocality,distinctness
vocality,clearness
vocality,delivery
accent,accentuation
accent,emphasis
accent,stress
accent,pronunciation
orthoepy,cacoepy
orthoepy,ventriloquism
orthoepy,ventriloquist
orthoepy,polyphonism
orthoepy,polyphonist
breathe,vocalize
breathe,prolate
breathe,articulate
breathe,enunciate
breathe,pronounce
breathe,accentuate
breathe,aspirate
breathe,deliver
breathe,mouth
breathe,ear
phonetic,oral
phonetic,ejaculatory
phonetic,articulate
phonetic,distinct
phonetic,stertorous
phonetic,Phr
euphonious,raucity
euphonious,dummy
muzzle,muffle
muzzle,suppress
muzzle,smother
muzzle,gag
muzzle,dumfounder
muzzle,short
dumb,mute
dumb,deafmute
dumb,mum
dumb,tongue
tied,breathless
tied,tongueless
tied,voiceless
tied,speechless
tied,wordless
tied,inarticulate
tied,inaudible
croaking,raucous
croaking,hoarse
croaking,husky
croaking,dry
croaking,hollow
croaking,sepulchral
croaking,rough
oral,lingual
oral,phonetic
oral,unwritten
oral,outspoken
oral,eloquent
oral,elocutionary
oral,oratorical
oral,rhetorical
oral,declamatory
oral,nuncupative
oral,Tullian
inarticulateness,stammering
inarticulateness,hesitation
inarticulateness,titubancy
inarticulateness,traulism
inarticulateness,drawl
inarticulateness,tardiloquence
inarticulateness,twang
inarticulateness,sentences
loquaciousness,talkativeness
loquaciousness,garrulity
loquaciousness,multiloquence
loquaciousness,speaking
gabble,jabber
gabble,chatter
gabble,prate
gabble,prattle
gabble,cackle
gabble,clack
gabble,twaddle
gabble,twattle
gabble,rattle
gabble,caquet
gabble,caquetterie
gabble,blabber
gabble,bavardage
gabble,bibble
gabble,babble
gabble,gibble
gabble,gabble
gabble,flippancy
gabble,volubility
gabble,flowing
gabble,tongue
gabble,chatterer
gabble,chatterbox
gabble,babbler
gabble,rattle
gabble,ranter
gabble,sermonizer
gabble,proser
gabble,driveler
gabble,jay
gabble,parrot
gabble,poll
gabble,Babel
gabble,paroles
patter,prate
patter,palaver
patter,prose
patter,chatter
patter,prattle
patter,clack
patter,jabber
patter,jaw
patter,blather
patter,blatter
patter,blether
patter,rattle
patter,twaddle
patter,twattle
patter,babble
patter,gabble
patter,outtalk
patter,talking
talkative,garrulous
talkative,linguacious
talkative,multiloquous
talkative,largiloquent
talkative,chattering
talkative,open
talkative,mouthed
voluble,glib
voluble,flippant
voluble,Adv
glibly,reel
hush,throat
mute,mum
mute,unconversable
closetongued,costive
closetongued,inconversable
closetongued,curt
closetongued,reserved
closetongued,Int
tush,silence
tush,mum
tush,hush
tush,chut
tush,hist
tush,tut
tush,chup
tush,mum
tush,shut
alloquy,address
alloquy,interpellation
alloquy,appeal
alloquy,invocation
alloquy,salutation
alloquy,ear
address,accost
address,apostrophize
address,invoke
address,ball
address,salute
address,halloo
halloo,hey
halloo,hist
halloo,interlocution
halloo,collocution
halloo,colloquy
halloo,converse
halloo,confabulation
halloo,talk
halloo,discourse
halloo,commerce
halloo,dialogue
halloo,duologue
halloo,trialogue
causerie,chat
causerie,chitchat
causerie,tattle
causerie,gossip
causerie,tittle
causerie,tattle
causerie,babble
causerie,babblement
causerie,tripotage
causerie,cackle
causerie,prittle
causerie,prattle
causerie,cancan
causerie,village
parley,interview
parley,audience
parley,pourparler
parley,tete
parley,tete
parley,reception
parley,conversazione
parley,dialogist
powwow,authorship
powwow,graphoidea
powwow,graphomania
powwow,phrenoia
writer,scribe
writer,amanuensis
writer,scrivener
writer,secretary
writer,clerk
writer,penman
writer,copyist
writer,transcriber
writer,stenographer
writer,typewriter
writer,typist
pen,copy
pen,engross
pen,transcribe
pen,scribble
pen,scrawl
pen,scrabble
pen,scratch
pen,interline
pen,enface
indite,draft
indite,formulate
indite,dictate
indite,inscribe
indite,manifold
written,hand
Runic,cuneiform
Runic,hieroglyphical
letterpress,text
letterpress,context
letterpress,note
letterpress,page
letterpress,column
typography,stereotype
typography,electrotype
typography,aprotype
typography,type
typography,font
typography,fount
typography,pie
typography,bourgeois
typography,capitals
typography,caps
typography,catchword
typography,composing
typography,frame
typography,italics
typography,justification
typography,linotype
typography,logotype
typography,make
typography,matrix
typography,matter
typography,monotype
typography,point
typography,etc
typography,reglet
typography,roman
typography,scale
typography,serif
typography,shank
typography,shoulder
typography,signature
typography,slug
typography,underlay
impression,pull
impression,proof
impression,revise
impression,author
impression,revise
compositor,reader
compositor,copyholder
printer,compose
printer,distribute
printer,makeup
printer,mortise
printer,offset
printer,overrun
printer,rout
printed,typographical
printed,galleys
letter,epistle
letter,note
letter,billet
letter,missive
letter,circular
letter,favor
letter,billet
