word,synonym
weazen,scant
weazen,scraggy
weazen,scrubby
weazen,brevipennate
minutely,microscopically
expansion,enlargement
expansion,extension
expansion,augmentation
expansion,amplification
expansion,ampliation
expansion,aggrandizement
expansion,spread
expansion,increment
expansion,growth
expansion,development
expansion,pullulation
expansion,swell
expansion,dilation
expansion,rarefaction
expansion,turgescence
expansion,turgidness
expansion,turgidity
expansion,dispansion
expansion,hydrophthalmus
expansion,dropsy
expansion,tumefaction
expansion,intumescence
expansion,swelling
expansion,tumor
expansion,diastole
expansion,distension
expansion,puffing
expansion,puffiness
expansion,inflation
expansion,pandiculation
dilatability,expansibility
germination,growth
germination,upgrowth
germination,gemmation
overgrowth,overdistension
overgrowth,hypertrophy
overgrowth,tympany
enchymatous,rhipidate
enchymatous,tumefacient
enchymatous,tumefying
contraction,reduction
contraction,diminution
contraction,defalcation
contraction,decrement
contraction,lessening
contraction,shrinking
contraction,compaction
contraction,tabes
contraction,collapse
contraction,emaciation
contraction,attenuation
contraction,tabefaction
contraction,consumption
contraction,marasmus
contraction,atrophy
contraction,systole
contraction,neck
contraction,hourglass
condensation,compression
condensation,compactness
condensation,strangulation
condensation,corrugation
condensation,astringency
condensation,astringents
condensation,sclerotics
condensation,contractility
condensation,compressibility
condensation,coarctation
lessen,dwindle
lessen,shrink
lessen,contract
lessen,narrow
lessen,shrivel
lessen,collapse
lessen,wither
lessen,wizen
lessen,waste
lessen,wane
lessen,ebb
lessen,lessen
lessen,diminish
lessen,contract
lessen,narrow
lessen,coarctate
lessen,constrict
lessen,constringe
lessen,condense
lessen,compress
lessen,squeeze
lessen,corrugate
lessen,crimp
lessen,crunch
lessen,crush
lessen,warp
lessen,pack
lessen,squeeze
lessen,stow
lessen,pinch
lessen,tighten
lessen,strangle
lessen,cramp
lessen,dwarf
lessen,bedwarf
lessen,pare
lessen,reduce
lessen,attenuate
lessen,scrape
lessen,file
lessen,grind
lessen,chip
lessen,shave
lessen,shear
lessen,down
astringent,shrunk
astringent,contracted
astringent,strangulated
astringent,tabid
astringent,wizened
astringent,stunted
astringent,waning
astringent,neap
astringent,compact
light,years
remote,telescopic
remote,distal
remote,yon
remote,yonder
remote,ulterior
remote,transmarine
remote,transpontine
remote,transatlantic
remote,transalpine
remote,tramontane
remote,ultramontane
remote,ultramundane
remote,hyperborean
remote,antipodean
remote,inaccessible
remote,unapproached
remote,unapproachable
remote,incontiguous
afar,off
afar,away
afar,aloof
afar,abroad
afar,yonder
afar,farther
afar,further
afar,beyond
asunder,length
hereabouts,thereabouts
hereabouts,roughly
hereabouts,approximately
hereabouts,approximatively
hereabouts,well
hereabouts,nigh
interval,interspace
interval,gap
interval,opening
interval,hiatus
interval,caesura
interval,interruption
interval,interregnum
interval,interstice
interval,lacuna
interval,cleft
interval,mesh
interval,crevice
interval,chink
interval,rime
interval,creek
interval,cranny
interval,crack
interval,chap
interval,slit
interval,fissure
interval,scissure
interval,rift
interval,flaw
interval,breach
interval,rent
interval,gash
interval,cut
interval,leak
interval,dike
gorge,defile
gorge,ravine
gorge,canon
gorge,crevasse
gorge,abyss
gorge,abysm
gorge,gulf
gorge,inlet
gorge,frith
gorge,strait
gorge,gully
gorge,pass
gorge,barranca
gorge,barranco
gorge,clove
breachy,rimose
breachy,rimulose
contact,proximity
contact,apposition
contact,abuttal
contact,juxtaposition
contact,abutment
contact,osculation
contact,meeting
contact,appulse
contact,rencontre
contact,rencounter
contact,syzygy
contact,coincidence
contact,coexistence
join,adjoin
join,graze
join,touch
join,meet
join,osculate
join,coincide
join,coexist
join,contact
join,Adj
touching,conterminous
touching,osculatory
touching,pertingent
touching,tangential
longitude,span
longitude,mileage
longitude,bar
longitude,rule
longitude,stripe
longitude,streak
longitude,spoke
longitude,radius
lengthening,prolongation
lengthening,production
lengthening,protraction
lengthening,tension
lengthening,tensure
lengthening,extension
line,nail
line,inch
line,hand
line,palm
line,foot
line,cubit
line,yard
line,ell
line,fathom
line,rood
line,pole
line,furlong
line,mile
line,league
line,chain
line,link
line,arpent
line,handbreadth
line,light
line,year
line,parsec
nanometer,micron
nanometer,micrometer
nanometer,millimicron
nanometer,millimeter
nanometer,centimeter
nanometer,meter
nanometer,kilometer
pedometer,perambulator
sprawl,lengthen
sprawl,extend
sprawl,elongate
sprawl,stretch
sprawl,prolong
sprawl,produce
sprawl,protract
sprawl,drawl
enfilade,perspective
longsome,lengthy
longsome,wiredrawn
longsome,outstretched
longsome,lengthened
longsome,macrocolous
linear,lineal
linear,longitudinal
linear,oblong
brevity,span
abbreviation,abbreviature
abbreviation,abridgment
abbreviation,concision
abbreviation,retrenchment
abbreviation,curtailment
abbreviation,decurtation
abbreviation,ellipsis
abbreviation,epitomist
abbreviation,epitomizer
shorten,curtail
shorten,abridge
shorten,abbreviate
shorten,reduce
shorten,obtruncate
shorten,scrimp
shorten,cut
shorten,hack
shorten,hew
shorten,clip
shorten,dock
shorten,lop
shorten,prune
shorten,shear
shorten,shave
shorten,mow
shorten,reap
shorten,crop
shorten,snub
shorten,truncate
shorten,pollard
shorten,stunt
shorten,nip
shorten,drawing
breadth,width
breadth,latitude
breadth,amplitude
breadth,diameter
breadth,bore
breadth,caliber
breadth,radius
breadth,crassitude
widen,calibrate
broad,wide
broad,ample
broad,extended
broad,discous
broad,fanlike
broad,outspread
broad,outstretched
broad,door
broad,line
broad,hair
broad,finger
broad,strip
broad,streak
broad,vein
monolayer,deposition
tenuity,emaciation
tenuity,macilency
tenuity,marcor
shaving,skeleton
shaving,shadow
shaving,anatomy
shaving,spindleshanks
shaving,bone
stricture,neck
stricture,waist
stricture,isthmus
stricture,wasp
stricture,hourglass
stricture,ridge
stricture,ghaut
stricture,ghat
stricture,pass
stricture,coarctation
stricture,angustation
stricture,tapering
narrow,taper
narrow,away
close,slender
close,thin
close,fine
close,thread
close,gossamer
close,paper
close,thin
close,taper
close,slim
close,slight
close,made
close,scant
close,scanty
close,spare
close,delicate
close,incapacious
close,lean
close,meager
close,gaunt
close,macilent
close,lank
close,lanky
close,weedy
close,skinny
close,starved
close,starveling
close,eschar
scaliness,onion
bilayer,trilayer
slice,shave
slice,pare
slice,peel
slice,delaminate
slice,plate
slice,coat
slice,veneer
slice,Adj
lamellated,lamelliform
lamellated,layered
lamellated,laminated
lamellated,laminiferous
lamellated,micaceous
lamellated,schistose
lamellated,schistous
lamellated,scaly
lamellated,filmy
lamellated,membranous
lamellated,pellicular
lamellated,flaky
lamellated,squamous
lamellated,foliated
lamellated,foliaceous
lamellated,stratified
lamellated,stratiform
lamellated,tabular
lamellated,discoid
lamellated,spathic
lamellated,spathose
filament,line
filament,fiber
filament,fibril
filament,funicle
filament,vein
filament,hair
filament,capillament
filament,cilium
filament,cilia
filament,pilus
filament,pili
filament,tendril
filament,gossamer
filament,veinlet
filament,venula
filament,venule
wire,string
wire,thread
wire,packthread
wire,cotton
wire,twine
wire,twist
wire,whipcord
wire,tape
wire,ribbon
wire,cord
wire,rope
wire,yarn
wire,hemp
wire,oakum
wire,jute
strip,shred
strip,slip
strip,spill
strip,list
strip,band
strip,fillet
strip,fascia
strip,ribbon
strip,riband
strip,roll
strip,lath
strip,splinter
strip,shiver
strip,shaving
filamentous,filamentiferous
filamentous,filaceous
filamentous,filiform
filamentous,fibrous
filamentous,fibrillous
filamentous,thread
filamentous,like
filamentous,wiry
filamentous,stringy
filamentous,ropy
filamentous,capillary
filamentous,capilliform
filamentous,funicular
filamentous,wire
filamentous,drawn
filamentous,anguilliform
filamentous,flagelliform
filamentous,taeniform
filamentous,taenioid
filamentous,venose
filamentous,venous
height,altitude
height,elevation
height,eminence
height,pitch
height,loftiness
height,sublimity
tallness,stature
tallness,procerity
tallness,grenadier
tallness,giraffe
tallness,camelopard
mount,mountain
mount,tide
satellite,spy
satellite,the
satellite,sky
tower,soar
tower,command
tower,hover
tower,orbit
tower,cap
tower,culminate
tower,overhang
tower,impend
tower,beetle
tower,bestride
tower,ride
tower,mount
tower,perch
tower,surmount
tower,tiptoe
upgrow,orbit
elevated,eminent
elevated,exalted
elevated,lofty
elevated,tall
elevated,towering
elevated,beetling
elevated,soaring
elevated,insessorial
elevated,perching
upland,moorland
upland,hilly
upland,Adv
aloft,above
aloft,aloof
aloft,overhead
aloft,airwind
aloft,upstairs
aloft,abovestairs
aloft,high
upwards,Phr
debasement,depression
debasement,lowlands
debasement,cellar
debasement,hold
debasement,bilge
debasement,feet
debasement,heels
underlie,crouch
underlie,slouch
underlie,wallow
underlie,grovel
underlie,Adj
neap,debased
neap,nether
neap,flat
neap,crouched
neap,subjacent
neap,squat
neap,Adv
beneath,underneath
beneath,below
beneath,downwards
beneath,adown
beneath,par
deepness,profundity
deepness,pit
deepness,shaft
deepness,well
deepness,crater
deepness,hell
soundings,water
soundings,draught
soundings,submersion
soundings,plummet
soundings,sound
soundings,probe
soundings,lead
sonar,side
sonar,bathometer
fathom,plumb
fathom,Adj
profound,sunk
profound,buried
profound,submarine
profound,subterranean
profound,subterraneous
profound,subterrene
profound,underground
bottomless,soundless
bottomless,fathomless
bottomless,unfathomed
bottomless,unfathomable
bottomless,abysmal
bottomless,bathycolpian
bottomless,benthal
bottomless,benthopelagic
bottomless,downreaching
bottomless,yawning
shoals,scratch
slight,superficial
slight,shoal
slight,shoaly
summit,summity
summit,top
summit,peak
summit,vertex
summit,apex
summit,zenith
summit,pinnacle
summit,acme
summit,culmination
summit,meridian
summit,height
summit,pitch
summit,maximum
summit,climax
summit,sky
summit,pole
tip,crest
tip,crow
tip,cap
tip,truck
tip,nib
tip,brow
tip,head
tip,nob
tip,noddle
tip,pate
tip,capsheaf
frieze,cornice
frieze,zoophorus
frieze,capital
frieze,epistyle
frieze,sconce
frieze,pediment
frieze,entablature
frieze,tympanum
frieze,loft
frieze,garret
frieze,story
summit,Adj
substratum,ground
substratum,earth
substratum,pavement
substratum,floor
substratum,paving
substratum,flag
substratum,carped
substratum,deck
substratum,footing
substratum,basis
substratum,hold
substratum,bilge
bottom,nadir
bottom,foot
bottom,sole
bottom,toe
bottom,hoof
bottom,keel
bottom,root
bottom,centerboard
bottom,undermost
bottom,nethermost
bottom,fundamental
erectness,normal
erectness,circle
precipice,cliff
elevation,erection
elevation,square
elevation,plummet
erect,rear
erect,legs
upright,erect
upright,perpendicular
upright,plumb
upright,normal
upright,straight
upright,bolt
upright,upright
upright,rampant
upright,rectangular
endwise,angles
flatness,level
flatness,plane
flatness,plane
reclination,decumbence
reclination,decumbency
reclination,discumbency
reclination,proneness
reclination,accubation
reclination,supination
reclination,resupination
reclination,prostration
reclination,azimuth
plain,floor
plain,platform
plain,terrace
plain,estrade
plain,esplanade
plain,parterre
plateau,ledge
plateau,butte
plateau,level
lie,recline
lie,couch
lie,sprawl
lie,loll
lie,down
level,flatten
level,prostrate
level,floor
level,fell
horizontal,level
horizontal,even
horizontal,plane
horizontal,alluvial
horizontal,calm
horizontal,smooth
horizontal,glass
decumbent,procumbent
decumbent,accumbent
decumbent,lying
decumbent,prone
decumbent,supine
decumbent,couchant
decumbent,jacent
decumbent,prostrate
decumbent,recubant
horizontally,ends
dependency,suspension
dependency,hanging
dependency,pedicel
dependency,pedicle
dependency,peduncle
dependency,tail
dependency,train
dependency,flap
dependency,skirt
dependency,pigtail
dependency,pendulum
dependency,knob
dependency,button
dependency,hook
dependency,nail
dependency,stud
dependency,ring
dependency,staple
dependency,tenterhook
dependency,horse
hang,depend
hang,swing
hang,dangle
hang,swag
hang,daggle
hang,flap
hang,trail
hang,flow
hang,beetle
suspend,hang
suspend,sling
suspend,hitch
suspend,append
pendent,pendulous
pendent,pensile
pendent,hanging
pendent,beetling
pendent,overhanging
pendent,projecting
pendent,dependent
pendent,suspended
pendent,loose
pendent,flowing
pedunculate,tailed
pedunculate,caudate
support,ground
support,foundation
support,base
support,basis
support,bearing
support,fulcrum
support,stand
support,anvil
support,fulciment
support,jigger
support,monkey
support,stay
support,shore
support,skid
support,rib
support,truss
support,bandage
support,sleeper
support,stirrup
support,stilts
support,shoe
support,sole
support,heel
support,splint
support,lap
support,bar
support,rod
support,boom
support,sprit
support,outrigger
support,ratlings
staff,stick
staff,crutch
staff,alpenstock
staff,baton
staff,staddle
staff,bourdon
staff,cowlstaff
staff,lathi
staff,mahlstick
post,pillar
post,shaft
post,thill
post,column
post,pilaster
post,pediment
post,pedicle
post,pedestal
post,plinth
post,shank
post,leg
post,socle
post,zocle
post,buttress
post,jamb
post,mullion
post,abutment
post,baluster
post,banister
post,stanchion
post,balustrade
post,headstone
post,upright
post,jamb
post,jamb
framework,scaffold
framework,skeleton
framework,beam
framework,rafter
framework,girder
framework,lintel
framework,joist
framework,travis
framework,trave
framework,summer
framework,transom
framework,rung
framework,round
framework,step
framework,sill
framework,cantilever
framework,modillion
framework,vertebra
columella,backbone
columella,keystone
columella,axle
columella,axletree
columella,axis
columella,arch
columella,mainstay
trunnion,pivot
trunnion,rowlock
trunnion,peg
trunnion,pin
ledge,shelf
ledge,hob
ledge,bracket
ledge,trevet
ledge,trivet
ledge,arbor
ledge,rack
ledge,mantel
ledge,mantleshelf
ledge,slab
ledge,console
ledge,counter
ledge,dresser
ledge,flange
ledge,corbel
ledge,table
ledge,trestle
ledge,shoulder
ledge,perch
ledge,horse
ledge,easel
ledge,desk
ledge,clotheshorse
ledge,hatrack
ledge,retable
ledge,teapoy
seat,throne
seat,dais
seat,divan
seat,musnud
seat,chair
seat,bench
seat,form
seat,stool
seat,sofa
seat,settee
seat,stall
seat,couch
seat,fauteuil
seat,woolsack
seat,ottoman
seat,settle
seat,squab
seat,bench
seat,aparejo
seat,faldstool
seat,horn
seat,saddle
seat,pannel
seat,pillion
seat,pommel
bed,berth
bed,pallet
bed,tester
bed,crib
bed,cot
bed,hammock
bed,shakedown
bed,trucklebed
bed,cradle
bed,litter
bed,stretcher
bed,bedstead
bed,bunk
bed,kip
bed,palang
bed,bedding
bed,bichhona
bed,mattress
bed,paillasse
bed,pillow
bed,bolster
bed,mat
bed,rug
bed,cushion
footstool,hassock
footstool,tabouret
footstool,tripod
footstool,monopod
Atlas,Persides
Atlas,Atlantes
Atlas,Caryatides
Atlas,Hercules
bestride,bestraddle
support,bear
support,carry
support,hold
support,sustain
support,shoulder
support,uphold
support,upbear
support,prop
support,riprap
support,bottom
support,found
support,base
support,ground
support,imbed
support,embed
maintain,Adj
supported,fundamental
supported,dorsigerous
parallelism,coextension
parallelism,equidistance
parallelism,Adj
coextensive,equidistant
perpendicularity,orthogonality
perpendicularity,verticality
perpendicular,rectangular
perpendicular,uncorrelated
obliquity,inclination
obliquity,slope
obliquity,slant
obliquity,crookedness
obliquity,slopeness
obliquity,leaning
obliquity,bevel
obliquity,tilt
obliquity,bias
obliquity,list
obliquity,twist
obliquity,swag
obliquity,cant
obliquity,lurch
obliquity,Pisa
rise,ascent
rise,gradient
rise,khudd
rise,hill
rise,bank
rise,declivity
rise,downhill
rise,dip
rise,fall
rise,devexity
rise,talus
rise,averni
eversion,subversion
eversion,reversion
eversion,retroversion
eversion,introversion
eversion,contraposition
eversion,tide
somersault,somerset
somersault,summerset
somersault,culbute
somersault,revulsion
somersault,pirouette
transposition,transposal
transposition,anastrophy
transposition,metastasis
transposition,hyperbaton
transposition,anastrophe
transposition,Grk
transposition,hypallage
transposition,synchysis
transposition,tmesis
transposition,parenthesis
transposition,metathesis
transposition,palindrome
supination,obs
capsize,turtle
subvert,retrovert
subvert,introvert
subvert,reverse
subvert,culbuter
subvert,transpose
subvert,tables
supine,topsy
turvy,dessous
hirdy,girdy
hirdy,heels
intersection,interdigitation
intersection,decussation
intersection,transversion
intersection,crossing
network,inosculation
network,anastomosis
network,intertexture
network,mortise
net,plexus
net,web
net,mesh
net,twill
net,skein
net,sleeve
net,felt
net,lace
net,wicker
net,mat
net,matting
net,plait
net,trellis
net,wattle
net,lattice
net,grating
net,grille
net,gridiron
net,tracery
net,fretwork
net,filigree
net,reticle
net,tissue
net,netting
net,mokes
net,rivulation
cross,chain
cross,wreath
cross,braid
cross,cat
cross,knot
cross,linen
cross,muslin
cross,webfoot
decussate,intersect
decussate,interlace
decussate,intertwine
decussate,intertwist
decussate,interweave
decussate,interdigitate
decussate,interlink
twine,entwine
twine,weave
twine,inweave
twine,twist
twine,wreathe
twine,anastomose
twine,inosculate
twine,dovetail
twine,splice
twine,link
twine,lace
twine,tat
mat,plait
mat,plat
mat,braid
mat,felt
mat,twill
mat,tangle
mat,entangle
mat,ravel
mat,net
mat,knot
mat,dishevel
mat,raddle
crossing,crossed
cruciform,crucial
cruciform,retiform
cruciform,reticular
cruciform,reticulated
cruciform,areolar
cruciform,cancellated
cruciform,grated
cruciform,barred
cruciform,streaked
cruciform,textile
cruciform,crossbarred
cruciform,cruciate
cruciform,palmiped
cruciform,secant
cruciform,web
cruciform,footed
cross,thwart
cross,athwart
cross,transversely
cross,disk
cross,disc
cross,face
cross,facet
cross,extrados
excentricity,eccentricity
external,outward
external,outlying
external,outside
external,outdoor
external,extralimitary
external,extramundane
superficial,skin
superficial,deep
superficial,frontal
superficial,discoid
extraregarding,excentric
extraregarding,eccentric
extraregarding,outstanding
extraregarding,exomorphic
externally,out
externally,over
externally,outwards
externally,muros
inside,interior
inside,interspace
inside,subsoil
inside,substratum
inside,intrados
pith,marrow
pith,bosom
pith,breast
pith,abdomen
pith,vitals
pith,viscera
pith,entrails
pith,bowels
pith,belly
pith,intestines
pith,guts
pith,chitterings
pith,womb
pith,lap
pith,penetralia
pith,recesses
internal,inner
internal,inside
internal,inward
internal,intraregarding
internal,inmost
internal,innermost
internal,gut
internal,intestine
internal,intestinal
internal,inland
internal,subcutaneous
internal,abdominal
internal,coeliac
internal,endomorphic
internal,interstitial
domestic,indoor
domestic,intramural
domestic,vernacular
domestic,endemic
internally,inwards
internally,within
internally,inly
internally,withinside
internally,family
centricalness,center
centricalness,kernel
centricalness,nucleus
centricalness,nucleolus
centricalness,heart
centricalness,bull
centricalness,nave
centricalness,navel
centricalness,umbilicus
centricalness,backbone
centricalness,marrow
centricalness,pith
centricalness,vertebra
centricalness,hotbed
centricalness,symmetry
centralize,concentrate
centralize,focus
centrical,axial
centrical,focal
centrical,umbilical
centrical,concentric
centrical,middlemost
centrical,rachidian
centrical,spinal
centrical,vertebral
middle,midst
middle,adj
cover,baldachin
cover,baldachino
cover,baldaquin
cover,canopy
cover,tilt
cover,awning
cover,tent
cover,marquee
cover,abri
cover,umbrella
cover,parasol
cover,sunshade
cover,ceiling
cover,thatch
cover,tile
cover,pantile
cover,pentile
cover,tiling
cover,slates
cover,slating
cover,leads
cover,lid
cover,covercle
cover,door
cover,operculum
cover,crust
cover,bark
cover,rind
cover,cortex
cover,husk
cover,shell
cover,coat
cover,eggshell
cover,glume
capsule,sheath
capsule,sheathing
capsule,pod
capsule,cod
capsule,casing
capsule,case
capsule,theca
capsule,elytron
capsule,elytrum
capsule,involucrum
capsule,wrapping
capsule,wrapper
capsule,envelope
capsule,vesicle
capsule,facing
capsule,overlay
capsule,plate
capsule,engobe
capsule,ormolu
capsule,pavement
capsule,coating
capsule,paint
capsule,plating
capsule,anointing
capsule,enamel
capsule,ground
capsule,whitewash
capsule,plaster
capsule,spackel
capsule,stucco
capsule,compo
capsule,cerement
superpose,superimpose
superpose,overlay
superpose,overspread
superpose,incase
superpose,face
superpose,case
superpose,veneer
superpose,pave
superpose,paper
superpose,tip
superpose,cap
superpose,bind
superpose,bulkhead
superpose,anodize
superimposed,overlaid
superimposed,plated
superimposed,cutaneous
superimposed,dermal
superimposed,cortical
superimposed,cuticular
superimposed,tegumentary
superimposed,skinny
superimposed,scaly
superimposed,squamous
superimposed,covered
superimposed,imbricated
superimposed,loricated
superimposed,ironclad
superimposed,cowled
superimposed,cucullate
superimposed,dermatoid
superimposed,encuirassed
superimposed,hooded
superimposed,squamiferous
superimposed,tectiform
superimposed,vaginate
lining,stalagmite
filling,stuffing
filling,wadding
filling,padding
wainscot,parietes
wainscot,wall
line,stuff
line,incrust
line,wad
line,pad
line,fill
clothing,investment
clothing,raiment
clothing,drapery
clothing,costume
clothing,attire
clothing,guise
clothing,toilet
clothing,toilette
clothing,trim
clothing,habiliment
clothing,vesture
clothing,vestment
clothing,garment
clothing,garb
clothing,palliament
clothing,apparel
clothing,wardrobe
clothing,clothes
clothing,things
clothing,underclothes
array,tailoring
array,millinery
array,properties
equipment,trousseau
equipment,uniform
equipment,regimentals
equipment,Calvins
equipment,Bonjour
equipment,Vanderbilt
headgear,chapeau
headgear,kaffiyeh
headgear,sombrero
headgear,jam
headgear,tam
headgear,shanter
headgear,tarboosh
headgear,topi
headgear,pagri
headgear,puggaree
headgear,cap
headgear,hat
headgear,castor
headgear,bonnet
headgear,tile
headgear,wideawake
headgear,billycock
headgear,wimple
headgear,nightcap
headgear,mobcap
headgear,skullcap
headgear,hood
headgear,coif
headgear,capote
headgear,calash
headgear,kerchief
headgear,snood
headgear,babushka
headgear,head
headgear,coiffure
headgear,pelt
headgear,wig
headgear,front
headgear,peruke
headgear,periwig
headgear,caftan
headgear,turban
headgear,fez
headgear,shako
headgear,csako
headgear,busby
headgear,kepi
headgear,bearskin
headgear,domino
linen,petticoat
linen,panties
linen,nappy
linen,Brit
linen,Huggies
invest,lap
invest,involve
invest,inwrap
invest,enwrap
invest,wrap
invest,overlap
invest,sheath
invest,swathe
invest,swaddle
invest,circumvest
vest,clothe
vest,array
vest,dress
vest,dight
vest,drape
vest,robe
vest,enrobe
vest,attire
vest,apparel
vest,accounter
vest,rig
vest,equip
vest,harness
vest,caparison
wear,don
wear,mantle
invested,habited
invested,dighted
invested,barbed
invested,barded
invested,clad
invested,costume
invested,shod
invested,chausse
boulebards,suburbs
boulebards,purlieus
boulebards,precincts
boulebards,faubourgs
boulebards,environs
boulebards,entourage
boulebards,banlieue
boulebards,neighborhood
boulebards,vicinage
boulebards,vicinity
surround,beset
surround,compass
surround,encompass
surround,environ
surround,inclose
surround,enclose
surround,encircle
surround,embrace
surround,circumvent
surround,lap
surround,gird
surround,belt
surround,begird
surround,engird
surround,skirt
surround,Adj
circumambient,circumfluent
circumambient,ambient
circumambient,surrounding
circumambient,circumferential
circumambient,suburban
around,about
around,without
around,about
interjacence,intercurrence
interjacence,intervenience
interjacence,interlocation
interjacence,interdigitation
interjacence,interjection
interjacence,interpolation
interjacence,interlineation
interjacence,interspersion
interjacence,intercalation
interpenetration,permeation
interpenetration,infiltration
intervention,interference
intervention,intrusion
intervention,obtrusion
intervention,insinuation
intermediary,intermedium
intermediary,bodkin
intermediary,intruder
intermediary,interloper
intermediary,parenthesis
intermediary,episode
intermediary,flyleaf
partition,septum
partition,diaphragm
partition,midriff
partition,dissepiment
partition,panel
partition,divider
intervene,interpenetrate
intervene,permeate
introduce,import
introduce,interpose
introduce,interject
introduce,intercalate
introduce,interpolate
introduce,interline
introduce,interleave
introduce,intersperse
introduce,interweave
introduce,interlard
introduce,interdigitate
introduce,dovetail
introduce,splice
introduce,mortise
introduce,insinuate
introduce,smuggle
introduce,infiltrate
introduce,ingrain
interfere,intrude
interfere,obtrude
interfere,Adj
intercurrent,intervenient
intercurrent,intervening
intercurrent,intermediate
intercurrent,intermediary
intercurrent,intercalary
intercurrent,interstitial
intercurrent,embolismal
parenthetical,episodic
parenthetical,mediterranean
parenthetical,intrusive
parenthetical,embosomed
parenthetical,merged
between,betwixt
between,twixt
between,among
between,amongst
between,amid
between,amidst
between,mid
between,midst
between,sandwich
between,wise
between,parenthetically
between,dictum
limitation,inclosure
limitation,encincture
limit,bound
limit,confine
limit,inclose
limit,picket
limit,corral
enfold,bury
enfold,encase
enfold,incase
enfold,enshrine
enfold,inclasp
enfold,embosom
begirt,lapt
begirt,embosomed
begirt,imbedded
begirt,encysted
begirt,fence
circumference,perimeter
circumference,periphery
circumference,ambit
circumference,circuit
circumference,contour
circumference,profile
circumference,silhouette
circumference,bounds
circumference,line
edge,verge
edge,brink
edge,brow
edge,brim
edge,margin
edge,border
edge,confine
edge,skirt
edge,rim
edge,flange
edge,side
edge,mouth
edge,jaws
edge,chops
edge,chaps
edge,fauces
edge,lip
edge,muzzle
threshold,door
threshold,porch
threshold,shore
frame,fringe
frame,flounce
frame,frill
frame,list
frame,trimming
frame,edging
frame,skirting
frame,hem
frame,selvedge
frame,welt
frame,furbelow
frame,valance
frame,gimp
border,marginal
border,skirting
border,labial
border,labiated
border,marginated
inclosure,envelope
inclosure,fold
inclosure,paddock
inclosure,pound
inclosure,corral
inclosure,yard
inclosure,net
inclosure,net
hedge,espalier
hedge,paling
hedge,balustrade
hedge,rail
hedge,railing
hedge,circumvallation
hedge,enceinte
hedge,fence
barricade,gate
barricade,gateway
barricade,bent
barricade,metoposcopy
front,face
front,confront
front,fore
anterior,front
anterior,frontal
before,ahead
before,forehead
before,foremost
before,vis
before,vis
before,front
rear,hind
rear,hinder
rear,hindmost
rear,hindermost
rear,postern
rear,posterior
rear,dorsal
rear,after
rear,caudal
rear,lumbar
rear,mizzen
rear,tergal
behind,back
aft,abaft
aft,astern
aft,sternmost
aft,aback
aft,rearward
obs,coin
side,flank
side,quarter
side,lee
side,hand
side,cheek
side,jowl
side,jole
side,wing
side,profile
side,temple
side,parietes
side,loin
side,haunch
side,hip
side,beam
gable,broadside
gable,side
East,Orient
East,Levant
East,West
East,orientation
flank,outflank
flank,sidle
flank,skirt
flank,orientate
lateral,sidelong
lateral,collateral
lateral,parietal
lateral,flanking
lateral,skirting
lateral,flanked
lateral,sideling
multilateral,bilateral
multilateral,trilateral
multilateral,quadrilateral
Eastern,orient
Eastern,oriental
Eastern,Levantine
Eastern,Western
Eastern,occidental
Eastern,Hesperian
sideways,sidelong
sideways,abreast
sideways,alongside
sideways,beside
sideways,aside
sideways,laterally
sideways,ends
opposite,reverse
opposite,inverse
opposite,converse
opposite,antipodal
opposite,subcontrary
opposite,fronting
opposite,facing
opposite,opposite
septentrional,Boreal
septentrional,arctic
septentrional,Southern
septentrional,Austral
septentrional,antarctic
over,against
over,vis
vis,asunder
right,dexter
right,offside
right,starboard
dextral,right
dextral,handed
dextral,dexter
dextral,dextrorsal
dextral,dextrorse
dextral,ambidextral
dextral,ambidextrous
dextral,dextro
dextrad,dextrally
sinistrality,left
sinistrality,sinister
sinistrality,nearside
sinistrality,larboard
sinistrality,port
left,handed
left,sinister
left,sinistral
left,sinistrorsal
left,sinistrorse
left,sinistrous
left,Pref
sinistrally,sinistrously
figure,shape
figure,conformation
figure,configuration
figure,make
figure,formation
figure,frame
figure,construction
figure,cut
figure,set
figure,build
figure,trim
figure,stamp
figure,type
figure,cast
figure,mold
figure,fashion
figure,plasmature
lineament,turn
lineament,attitude
lineament,pose
forming,formation
forming,figuration
forming,efformation
forming,sculpture
forming,plasmation
form,shape
form,figure
form,fashion
form,efform
form,carve
form,cut
form,chisel
form,hew
form,cast
form,sketch
form,trim
form,model
form,knead
form,set
form,mold
form,sculpture
form,cast
form,stamp
form,Adj
fictile,formative
fictile,fluid
amorphism,informity
amorphism,defacement
amorphism,mutilation
amorphism,deforming
disfigure,deform
disfigure,mutilate
disfigure,truncate
disfigure,mar
shapeless,amorphous
shapeless,formless
shapeless,unformed
shapeless,unhewn
shapeless,unfashioned
shapeless,unshaped
shapeless,unshapen
shapeless,rough
shapeless,rude
shapeless,Gothic
shapeless,barbarous
shapeless,rugged
symmetry,shapeliness
symmetry,finish
symmetry,eurythmy
symmetry,uniformity
symmetry,parallelism
symmetry,branching
symmetry,ramification
symmetry,vitae
shapely,finished
shapely,chaste
shapely,severe
regular,uniform
regular,balanced
regular,coextensive
arborescent,arboriform
arborescent,dendriform
arborescent,dendroid
arborescent,branching
arborescent,ramous
arborescent,ramose
arborescent,filiciform
arborescent,filicoid
arborescent,subarborescent
